title,description
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Collaborate with software engineers to ensure new features and functionality will be supported by our infrastructure and validate their scalability, reliability…"
DevOps Engineer,"Design and build CI/CD pipelines to streamline software delivery and increase development team productivity.
 Including CD to the Apple and Android app stores."
DevOps Engineer,"4+ years of experience as a software engineer.
 Create and maintain tools that enable rapid software development of our services and applications."
DevOps Engineer,"3+ years of software development experience preferably Java 8 or higher, Node.js, C# and/or Delphi, other experience will be considered."
DevOps Engineer,You would work alongside a dynamic and talented team with experienced leadership in an exciting start-up environment with competitive compensation including…
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,AWS | Jenkins | Linux | Python.
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Develop automation that enables our development teams to improve application security, availability and performance.
 Knowledge of compliance such as FedRAMP."
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,Location: Greater Minneapolis-St. Paul Area Reference Code: 2528372611 Job Type: FULL…
DevOps Engineer,"They'll be comfortable working primarily in code, utilizing ""GitOps,"" and know the operational side of web software as well.
 Paid vacation, holiday &amp; sick time."
DevOps Engineer,"Work collaboratively with software developers to deploy and operate our systems.
 Help automate and streamline operations and processes.
 Must be a U.S. Citizen."
DevOps Engineer,"You will be a leader and will spend time with your hands on the keyboard.
 Strong sensibilities for disaster recovery, security and DevOps, along with diverse…"
DevOps Engineer,"Our designers and engineers work on next-generation systems across a wide variety of industries including the Department of Defense, communications, healthcare,…"
DevOps Engineer,"These teams support in-store, mobile, and data platforms to enhance customer interface and service in an ever-evolving industry."
DevOps Engineer,"Highspot helps sales teams improve customer conversations and achieve their revenue goals.
 Using Highspot, marketing leaders have deep insights and analytics…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"We are looking for a self-driven development operations engineer (DevOps) responsible for automating system build process for continuous deployments,…"
